settore_merceologico;insegna;tipo_via;via;civico;zd;superficie_vendita;superficie_altri_usi;superficie_tabelle_speciali;superficie_totale;codice_via;accesso;isolato;ingresso;settore_prevalente
NON ALIMENTARE;RITA FOLLI;VLE;BLIGNY;41;5;25;25;0;50;4045;ACCESSO ESTERNO;091;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RIVA AUTO SAS;VLE;MONZA;273;2;33;0;0;33;2274;ACCESSO ESTERNO;073;NON SPECIFICATO;MOTOCICLI
NON ALIMENTARE;RIVENDITA GIORNALI;VIA;CONTE ROSSO;9;3;17;0;0;17;2667;ACCESSO ESTERNO;116;NON SPECIFICATO;EDICOLA
NON ALIMENTARE;RIVOLA;VIA;MACCHI MAURO;26;2;190;90;0;280;2133;ACCESSO ESTERNO;040;NON SPECIFICATO;RADIO TV ELETTRODOMESTICI APPARECCHIATURE RADIO
NON ALIMENTARE;RIVOLA LAMPADARI;VIA;CREMA;8;5;140;0;0;140;4061;ACCESSO ESTERNO;124;NON SPECIFICATO;LAMPADARI
NON ALIMENTARE;RIVOLTA ARREDAMENTI;VLE;COL DI LANA;6;5;130;340;0;470;5198;ACCESSO ESTERNO;096;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;RJ OUTLET MIRO RADICI DIS;VIA;ZUMBINI BONAVENTURA;37;6;245;0;0;245;5302;ACCESSO ESTERNO;046;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RL ELETTRODOMESTICI;VIA;BELLINI GENTILE;2;6;30;10;0;40;5387;ACCESSO ESTERNO;142;NON SPECIFICATO;RADIO TV ELETTRODOMESTICI APPARECCHIATURE RADIO
NON ALIMENTARE;R MARINONI CALZATURE SAS;VLE;LOMBARDIA;63;3;186;84;0;270;2400;ACCESSO ESTERNO;029;NON SPECIFICATO;CALZATURE
NON ALIMENTARE;ROBA DA MATTI;VIA;PADOVA;38;2;85;0;0;85;2275;ACCESSO ESTERNO;353;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;ROBE DI CUOIO;VIA;PIACENZA;9;5;20;0;0;20;4064;ACCESSO ESTERNO;193;NON SPECIFICATO;BIGIOTTERIA E CHINCAGLIERIA
NON ALIMENTARE;ROBE DI KAPPA;VIA;PELLICO SILVIO;8;1;44;16;0;60;103;ACCESSO ESTERNO;415;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;ROBERTA;PZA;DEL DUOMO;17;1;75;0;0;75;1;ACCESSO ESTERNO;436;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;ROBERTA B;VLE;PIAVE;37;1;44;0;0;44;2179;ACCESSO ESTERNO;152;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;ROBERTO CREAZIONI ORO;VIA;ASELLI GASPARE;35;3;25;0;0;25;3167;ACCESSO ESTERNO;161;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;ROBERTO LEON;VIA;SANTA MARIA SEGRETA;6;1;45;0;0;45;624;ACCESSO ESTERNO;409;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;ROB SMEETS;VIA;CAMPERIO MANFREDO;9;1;99;0;0;99;610;ACCESSO ESTERNO;373;NON SPECIFICATO;ANTICHITA E OGGETTI D ARTE AN
NON ALIMENTARE;ROBYKE;VIA;BORGOMAINERIO LUIGI;2;3;21;0;0;21;2685;ACCESSO ESTERNO;153;NON SPECIFICATO;BICICLETTE
NON ALIMENTARE;ROCKSTAR;CSO;BUENOS AIRES;64;3;50;0;0;50;2129;ACCESSO ESTERNO;027;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;ROGER FASHION AND STYLE;VIA;GAMBOLOITA;1;4;153;0;0;153;4160;ACCESSO ESTERNO;055;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;ROLEX;VIA;DOGANA;3;1;60;0;0;60;341;ACCESSO ESTERNO;449;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;ROMA FIORI E PIANTE SNC;PLE;BACONE FRANCESCO;12;3;35;16;0;51;2100;ACCESSO ESTERNO;037;NON SPECIFICATO;FIORI E PIANTE
NON ALIMENTARE;ROMANA BOUTIQUE;VIA;DISCIPLINI;17;1;22;8;0;30;585;ACCESSO ESTERNO;331;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;ROMANI ADAMI;VIA;BAGUTTA;3;1;25;0;0;25;221;ACCESSO ESTERNO;262;NON SPECIFICATO;ANTICHITA E OGGETTI D ARTE AN
NON ALIMENTARE;ROMANO DE ANGELI SERRATUR;VIA;FOPPA VINCENZO;58;6;35;0;0;35;6109;ACCESSO ESTERNO;310;NON SPECIFICATO;FERRAMENTA E EDILIZIA
NON ALIMENTARE;RONCONI ANNA;VIA;MARIANI POMPEO;2;2;30;0;0;30;2490;ACCESSO INTERNO;120;NON SPECIFICATO;BIANCHERIA INTIMA
NON ALIMENTARE;ROSALBA;VIA;SENATO;11;1;180;31;0;211;236;ACCESSO ESTERNO;184;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;ROSA MATERASSI;VLE;BLIGNY;11;5;147;0;0;147;4045;ACCESSO ESTERNO;088;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;ROSELL UNITO A 39717;VIA;QUARENGHI GIACOMO;23;8;62;0;0;62;7478;ACCESSO INTERNO;300;NON SPECIFICATO;TELEFONI
NON ALIMENTARE;ROSELL UNITO A 46956;VIA;QUARENGHI GIACOMO;23;8;85;0;0;85;7478;ACCESSO INTERNO;300;NON SPECIFICATO;TELEFONI
NON ALIMENTARE;ROSSANA B;VIA;POLA;23;9;36;0;0;36;1156;ACCESSO ESTERNO;279;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;ROSSETTI LINEA SPOSA;VIA;CARLI GIAN RINALDO;22;9;127;0;0;127;1563;ACCESSO ESTERNO;048;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;ROSSI POMPE FUNEBRI;VIA;SAINT BON SIMONE;12;7;23;10;0;33;6670;ACCESSO ESTERNO;186;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;ROTOWASH;VLE;TOSCANA;17;5;85;50;0;135;4210;ACCESSO ESTERNO;169;NON SPECIFICATO;RADIO TV ELETTRODOMESTICI APPARECCHIATURE RADIO
NON ALIMENTARE;ROVEDA GIOIELLERIA;VIA;IMBONATI CARLO;7;9;58;0;0;58;1311;ACCESSO ESTERNO;088;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;ROYAL BRITANNIA BOUTIQUE;VIA;VITTADINI CARLO;6;5;18;0;0;18;4055;ACCESSO ESTERNO;104;NON SPECIFICATO;CALZATURE
NON ALIMENTARE;ROYAL CARS SRL;VIA;EUSTACHI BARTOLOMEO;28;3;87;0;0;87;2165;ACCESSO INTERNO;066;NON SPECIFICATO;AUTO MOTO CICLI
NON ALIMENTARE;ROZZONI SRL;VIA;VAL TROMPIA;43;8;26;0;0;26;7494;ACCESSO ESTERNO;031;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;RS PHOTO SVILUPPO;VLE;BRIANZA;17;3;50;10;0;60;2263;ACCESSO ESTERNO;004;NON SPECIFICATO;OTTICA
NON ALIMENTARE;RUBERTELLI;VIA;MONTI VINCENZO;56;1;50;0;0;50;6155;ACCESSO ESTERNO;074;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;RUBINETTERIA;VIA;PERGOLESI GIOVANNI BATTISTA;19;3;66;33;0;99;2231;ACCESSO ESTERNO;024;NON SPECIFICATO;FERRAMENTA E EDILIZIA
NON ALIMENTARE;RUGGERI;PZA;DEL DUOMO;21;1;26;4;0;30;1;ACCESSO ESTERNO;471;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;RUSSO GIANFRANCO;VLE;STELVIO;43;9;120;20;0;140;1227;ACCESSO ESTERNO;204;NON SPECIFICATO;CASALINGHI
NON ALIMENTARE;SABBADINI;VIA;MONTE NAPOLEONE;8;1;31;0;0;31;219;ACCESSO ESTERNO;262;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;SABRINA FRIGOLI;CSO;DI PORTA ROMANA;57;1;118;0;0;118;402;ACCESSO ESTERNO;115;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SABRINA FRIGOLI;CSO;VERCELLI;7;7;69;0;0;69;6193;ACCESSO ESTERNO;236;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SABRINA FRIGOLI SRL;CSO;DI PORTA ROMANA;55;1;80;0;0;80;402;ACCESSO ESTERNO;115;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SABY ACCONCIATURE;VIA;RONCHI;35;3;7;0;0;7;2655;ACCESSO ESTERNO;066;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;SAET;VIA;TARTINI GIUSEPPE;37;9;48;138;0;186;1501;ACCESSO ESTERNO;016;NON SPECIFICATO;RADIO TV ELETTRODOMESTICI APPARECCHIATURE RADIO
NON ALIMENTARE;SAGGESE STUDIO;VIA;CUCCHIARI DOMENICO;7;8;22;0;0;22;7224;ACCESSO ESTERNO;011;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;SAIDEL;VIA;BINDA AMBROGIO;12;6;80;60;0;140;5298;ACCESSO ESTERNO;017;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SAIDEL SPA;VIA;OROBIA;3;5;250;0;0;250;4137;ACCESSO ESTERNO;014;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SALA DEL CANE;VIA;NICCOLINI GIOVANNI BATTISTA;2;1;120;60;0;180;7129;ACCESSO ESTERNO;122;NON SPECIFICATO;PICCOLO ZOO
NON ALIMENTARE;SALMOIRAGHI E VIGANO;VIA;PICCINNI NICOLA;2;3;190;0;0;190;2236;ACCESSO ESTERNO;027;NON SPECIFICATO;OTTICA
NON ALIMENTARE;SALMOIRAGHI E VIGANO;CSO;BUENOS AIRES;1;3;50;20;0;70;2129;ACCESSO ESTERNO;138;NON SPECIFICATO;OTTICA
NON ALIMENTARE;SALMOIRAGHI E VIGANO;CSO;SAN GOTTARDO;22;5;100;0;0;100;5203;ACCESSO ESTERNO;094;NON SPECIFICATO;OTTICA
NON ALIMENTARE;SALMOIRAGHI E VIGANO;CSO;VERCELLI;7;7;195;0;0;195;6193;ACCESSO ESTERNO;236;NON SPECIFICATO;OTTICA
NON ALIMENTARE;SALMOIRAGHI E VIGANO;PZA;RISORGIMENTO;10;4;83;15;0;98;3117;ACCESSO ESTERNO;005;NON SPECIFICATO;OTTICA
NON ALIMENTARE;SALMOIRAGHI E VIGANO;VIA;HUGO VICTOR;2;1;120;40;0;160;548;ACCESSO ESTERNO;NON SPECIFICATO;NON SPECIFICATO;OTTICA
NON ALIMENTARE;SALMOIRAGHI E VIGANO;VIA;SAN PROSPERO;1;1;100;5;0;105;721;ACCESSO ESTERNO;411;NON SPECIFICATO;OTTICA
NON ALIMENTARE;SALMOIRAGHI E VIGANO;VIA;SARPI FRA' PAOLO;14;8;105;0;0;105;7210;ACCESSO ESTERNO;077;NON SPECIFICATO;OTTICA
NON ALIMENTARE;SALMOIRAGHI VIGANO;VIA;BROLETTO;16;1;133;70;0;203;720;ACCESSO ESTERNO;378;NON SPECIFICATO;VALIGERIA PELLETTERIA
NON ALIMENTARE;SALON SERVICE;VIA;IMBONATI CARLO;62;9;150;0;0;150;1311;ACCESSO ESTERNO;053;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SALON SERVICE MILANO EST;VIA;DEI TRANSITI;21;2;118;0;0;118;2284;ACCESSO ESTERNO;347;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SALON SERVICE MILANO SRL;VIA;PONTIDA;2;1;110;0;0;110;1032;ACCESSO ESTERNO;002;NON SPECIFICATO;OGGETTISTICA
ALIMENTARE;SALUMERIA GASTRONOMI;PZA;DEL CARMINE;1;1;37;25;0;62;129;ACCESSO ESTERNO;307;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;SALUMERIA PANETTERIA;VIA;DELLA TORRE;16;2;36;0;0;36;2322;ACCESSO ESTERNO;258;NON SPECIFICATO;SALUMERIA
NON ALIMENTARE;SALVATI;VLE;UMBRIA;53;4;68;0;0;68;3145;ACCESSO ESTERNO;120;NON SPECIFICATO;PNEUMATICI
NON ALIMENTARE;SALVATORE FERRAGAMO;VIA;BORGOSPESSO;2;1;160;0;0;160;229;ACCESSO ESTERNO;258;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SAMARCANDA;VLE;LOMBARDIA;65;3;35;0;0;35;2400;ACCESSO ESTERNO;007;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SAMI;VIA;BERTOLAZZI CARLO;10;3;70;0;0;70;2662;ACCESSO ESTERNO;113;NON SPECIFICATO;MATERIALI DA COSTRUZIONE
NON ALIMENTARE;SAMMATARO MASSIMO E C SAS;VLE;CA' GRANDA;2;9;46;0;0;46;1443;ACCESSO ESTERNO;140;NON SPECIFICATO;CALZATURE
NON ALIMENTARE;SAMSONITE SPA;VIA;GIOTTO;3;7;79;0;0;79;6248;ACCESSO ESTERNO;199;NON SPECIFICATO;VALIGERIA PELLETTERIA
NON ALIMENTARE;SAMUI SOLARIUM ESTETICA;VIA;SARDEGNA;35;7;20;0;0;20;6265;ACCESSO ESTERNO;249;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;SAN DAMIANO SAS;VIA;VISCONTI DI MODRONE UBERTO;7;1;65;30;0;95;361;ACCESSO ESTERNO;266;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;SA NI SANITARIA NIGUARDA;VIA;VAL DI LEDRO;11;9;18;0;0;18;1532;ACCESSO ESTERNO;067;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SANITAS;VIA;PECCHIO GIUSEPPE;17;3;20;0;0;20;2240;ACCESSO ESTERNO;024;NON SPECIFICATO;PRODOTTI PER IGIENE PERSONA CASA
NON ALIMENTARE;SANSO;VIA;BROLETTO;41;1;27;0;0;27;720;ACCESSO ESTERNO;368;NON SPECIFICATO;OTTICA
NON ALIMENTARE;SANT ANDREA;VIA;IMPERIA;31;6;30;0;0;30;5266;ACCESSO INTERNO;050;NON SPECIFICATO;MACCHINE UTENSILI E FORNITURE INDUSTRIALI
NON ALIMENTARE;SANVITO E ROSSONI;VIA;PADOVA;12;2;25;9;0;34;2275;ACCESSO ESTERNO;358;NON SPECIFICATO;TIMBRI E TARGHE
NON ALIMENTARE;SARDA MOSAICI;VIA;SPONTINI GASPARE;11;3;42;0;0;42;2141;ACCESSO ESTERNO;027;NON SPECIFICATO;PRODOTTI PER IGIENE PERSONA CASA
NON ALIMENTARE;SARO;VIA;SILVA GUGLIELMO;8;8;130;1150;0;1280;6400;ACCESSO ESTERNO;172;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;SARPI TEL;VIA;SARPI FRA' PAOLO;50;8;40;0;0;40;7210;ACCESSO ESTERNO;071;NON SPECIFICATO;TELEFONI
NON ALIMENTARE;SARTORIA;VIA;ALBERTINI ALFREDO;2;1;21;0;0;21;7377;ACCESSO ESTERNO;106;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SARTORIA AL CORSO;VIA;PALERMO;20;1;78;0;0;78;1025;ACCESSO ESTERNO;173;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SARTORIA AL CORSO;VIA;TABACCHI ODOARDO;2;5;115;0;0;115;5223;ACCESSO ESTERNO;128;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SARTORIA BASSANI SNC;VIA;CORRENTI CESARE;11;1;30;0;0;30;555;ACCESSO ESTERNO;277;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SARTORIA ROSSI;VIA;SAN PAOLO;1;1;200;95;0;295;212;NON SPECIFICATO;385;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SASMA;VIA;TARTINI GIUSEPPE;14;9;36;0;0;36;1501;ACCESSO ESTERNO;046;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SA TEL SAS;PZA;DELLA REPUBBLICA;32;2;21;0;0;21;1055;ACCESSO ESTERNO;094;NON SPECIFICATO;TELEFONI
NON ALIMENTARE;SAVAZZI GAMMAROTA;VIA;PALMANOVA;133;2;41;0;0;41;2390;ACCESSO INTERNO;236;NON SPECIFICATO;MATERIALI DA COSTRUZIONE
NON ALIMENTARE;SAVI STAMPE D ARTE;VIA;NEGROLI;13;4;21;0;0;21;3279;ACCESSO ESTERNO;257;NON SPECIFICATO;QUADRI E CORNICI
NON ALIMENTARE;SAVOIA ILLUMINAZIONE SAS;VIA;PEPE GUGLIELMO;12;9;20;10;0;30;1126;ACCESSO ESTERNO;274;NON SPECIFICATO;LAMPADARI
NON ALIMENTARE;S B K MOTORS SRL;VIA;LODOVICO IL MORO;179;6;200;0;0;200;5290;ACCESSO ESTERNO;034;NON SPECIFICATO;MOTOCICLI
NON ALIMENTARE;S C A CITY CAR;VIA;BERTINI GIOVANNI BATTISTA;8;8;156;0;0;156;7207;ACCESSO ESTERNO;071;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;S C A CITY CAR SRL;VIA;BRAMANTE;36;8;36;0;0;36;7123;ACCESSO ESTERNO;077;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;SCALA;VLE;CERTOSA;277;8;50;0;0;50;7174;ACCESSO ESTERNO;182;NON SPECIFICATO;PORTE BLINDATE TAPPARELLE
NON ALIMENTARE;SCALE INFISSI E ACCESSORI;VIA;VIGEVANO;1;6;38;0;0;38;5116;ACCESSO ESTERNO;057;NON SPECIFICATO;PORTE BLINDATE TAPPARELLE
NON ALIMENTARE;SCAPA;VIA;MONTI VINCENZO;26;1;109;0;0;109;6155;ACCESSO ESTERNO;233;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SCAPPINO;VIA;BIGLI;21;1;94;11;0;105;224;NON SPECIFICATO;363;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SCARABELLO AUTOMOBILI;VIA;FONTANA;22;1;132;0;0;132;3058;ACCESSO ESTERNO;034;NON SPECIFICATO;AUTOVEICOLI
NON ALIMENTARE;SCARANO COMPANY SRL;VIA;CARDUCCI GIOSUE';12;1;50;0;0;50;602;NON SPECIFICATO;287;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;SCARAUTO SAS;VIA;SANTA RITA DA CASCIA;8;6;50;4;0;54;5301;ACCESSO ESTERNO;040;NON SPECIFICATO;AUTO MOTO CICLI
NON ALIMENTARE;SCARAZZINI DI BAGAROTTI A;CSO;GENOVA;28;1;34;10;0;44;5164;ACCESSO ESTERNO;058;NON SPECIFICATO;COLTELLERIA
NON ALIMENTARE;S CARLO CALZATURE ABBIGL;VIA;AJRAGHI CESARE;10;8;70;30;0;100;7276;ACCESSO ESTERNO;256;NON SPECIFICATO;CALZATURE
NON ALIMENTARE;SCARPE CAMARIDA;VLE;CATERINA DA FORLI';3;6;27;4;0;31;6611;ACCESSO ESTERNO;031;NON SPECIFICATO;CALZATURE
NON ALIMENTARE;SCARPE ITALIANE SRL;PZA;VENTICINQUE APRILE;5;1;80;0;0;80;1064;ACCESSO ESTERNO;318;NON SPECIFICATO;CALZATURE
NON ALIMENTARE;SCARPE ITALIANE SRL;VLE;RANZONI DANIELE;1;7;41;0;0;41;6297;ACCESSO ESTERNO;002;NON SPECIFICATO;CALZATURE
NON ALIMENTARE;SCATOLARE;CSO;DI PORTA VITTORIA;10;1;106;0;0;106;3016;ACCESSO ESTERNO;200;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SCAVIA;VIA;DELLA SPIGA;9;1;44;59;0;103;226;ACCESSO ESTERNO;261;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;SCAVOLINI;VIA;CARLI GIAN RINALDO;15;9;84;0;0;84;1563;ACCESSO ESTERNO;052;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;SCAVOLINI;VIA;PADOVA;151;2;186;0;0;186;2275;ACCESSO ESTERNO;261;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;SCAVOLINI;VIA;SODERINI LUIGI;55;6;96;19;0;115;6675;ACCESSO ESTERNO;071;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;SCHEDE TELEFONICHE;VIA;RICCIARELLI DANIELE;25;7;40;0;0;40;6553;NON SPECIFICATO;288;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SCHEDE TELEFONICHE;VIA;VARANINI LUIGI;5;2;50;0;0;50;2288;ACCESSO ESTERNO;331;NON SPECIFICATO;TELEFONI
NON ALIMENTARE;SCHEDE TELEFONICHE;VIA;VILLORESI EUGENIO;5;6;21;0;0;21;5145;NON SPECIFICATO;063;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SCHEDE TELEFONICHE;VIA;VIMINALE;8;3;20;0;0;20;2568;ACCESSO ESTERNO;062;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SCHEDE TELEFONICHE;VLE;BRENTA;3;4;3;0;0;3;4151;NON SPECIFICATO;048;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SCHEDE TELEFONICHE;VLE;MONTE CENERI;29;8;30;0;0;30;7176;ACCESSO ESTERNO;320;NON SPECIFICATO;TELEFONI
NON ALIMENTARE;SCHEDE TELEFONICHE INTERN;VIA;BENGASI;2;1;100;0;0;100;2375;ACCESSO ESTERNO;284;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SCHEDE TELEFONICHE INTERN;VLE;MISURATA;19;6;40;0;0;40;6123;ACCESSO ESTERNO;302;NON SPECIFICATO;IN ATTESA DI REVOCA
NON ALIMENTARE;SCHEDE TELEFONICHE PREPAG;VIA;BINDA AMBROGIO;9;6;45;0;0;45;5298;ACCESSO ESTERNO;018;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SCHEDE TELEFONICHE PREPAG;VIA;PADOVA;186;2;40;0;0;40;2275;ACCESSO ESTERNO;264;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SCHEDE TELEF RICAR CELLUL;VIA;VOLVINIO;6;5;60;0;0;60;5333;ACCESSO ESTERNO;023;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SCHEDE TELEF TELEFON ABBI;VIA;ROSSI PELLEGRINO;22;9;60;0;0;60;1510;ACCESSO ESTERNO;191;NON SPECIFICATO;TELEFONI
NON ALIMENTARE;SCIARPE FROM ALL OVER WOR;CSO;VERCELLI;20;7;40;0;0;40;6193;ACCESSO INTERNO;216;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SCIK E SCIOK;VIA;LANINO BERNARDINO;11;6;30;0;0;30;6105;ACCESSO ESTERNO;007;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SCIU SCIU BORSE COSE BELL;VIA;FELTRE;1;3;28;0;0;28;2652;ACCESSO ESTERNO;058;NON SPECIFICATO;VALIGERIA PELLETTERIA
NON ALIMENTARE;SCODINZOLO;VIA;SOPERGA;65;2;20;0;0;20;2262;ACCESSO ESTERNO;328;NON SPECIFICATO;PICCOLO ZOO
NON ALIMENTARE;SCOOTERMANIA;VIA;ROSALES GASPARE;1;9;41;0;0;41;1110;ACCESSO ESTERNO;322;NON SPECIFICATO;MOTOCICLI
NON ALIMENTARE;SCORRANO PARRUCCHIERI;VIA;BINDA AMBROGIO;40;6;46;0;0;46;5298;ACCESSO ESTERNO;042;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SCRATCH;VIA;MAGGI CARLO MARIA;2;1;50;320;0;370;7115;ACCESSO ESTERNO;124;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SCRITTE E CARTELLI;VIA;LEGNANO;10;1;82;73;0;155;7082;NON SPECIFICATO;170;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SCRIVI GIOCA E VINCI;VIA;PAVIA;3;5;45;0;0;45;5262;ACCESSO ESTERNO;125;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SCRUPOLI;VIA;CAVEZZALI FRANCESCO;4;2;25;18;0;43;2335;ACCESSO ESTERNO;279;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SCULTURA E DESIGN;VIA;SALA DEI LONGOBARDI;2;1;150;0;0;150;217;ACCESSO ESTERNO;385;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;SDA TELEFONIA;VIA;GOVONE GIUSEPPE;40;8;25;0;0;25;7222;ACCESSO ESTERNO;009;NON SPECIFICATO;TELEFONI
NON ALIMENTARE;S D COMPUTER;CSO;SEMPIONE;83;8;20;0;0;20;7137;ACCESSO ESTERNO;024;NON SPECIFICATO;PROGRAMMAZIONE E SISTEMI INFORMATICI COMPUTER
NON ALIMENTARE;SEAT BIAZZI;VIA;MARCO D'AGRATE;15;5;33;0;0;33;4276;ACCESSO ESTERNO;114;NON SPECIFICATO;AUTO MOTO CICLI
NON ALIMENTARE;SECONDAMANO;VLE;MONZA;106;2;35;0;0;35;2274;ACCESSO ESTERNO;269;NON SPECIFICATO;EDICOLA
NON ALIMENTARE;SECONDAMANO GIOIA;VIA;CARNIA;7;3;17;11;0;28;2395;ACCESSO ESTERNO;051;NON SPECIFICATO;OGGETTISTICA
NON ALIMENTARE;SECTOR LABORATORIO ASSIST;PZA;GOBETTI PIETRO;12;3;40;0;0;40;2561;ACCESSO ESTERNO;061;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;SEDIE CALAMITA;VIA;STRAMBIO GAETANO;4;3;65;0;0;65;3168;ACCESSO ESTERNO;149;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;SEGANTI;VIA;PAPI LAZZARO;12;4;88;12;0;100;4071;ACCESSO ESTERNO;173;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;SEICENTO;VIA;FONTANELLI ACHILLE;10;9;50;0;0;50;1641;ACCESSO ESTERNO;057;NON SPECIFICATO;ABBIGLIAMENTO
NON ALIMENTARE;SEIKO;VIA;LAMBRATE;24;3;25;0;0;25;2421;ACCESSO ESTERNO;002;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;SEIKO;VLE;STELVIO;18;9;20;7;0;27;1227;ACCESSO ESTERNO;171;NON SPECIFICATO;GIOIELLERIA E OROLOGERIA
NON ALIMENTARE;SELE FORNITURE;VIA;SEGANTINI GIOVANNI;75;6;92;0;0;92;5155;ACCESSO INTERNO;082;NON SPECIFICATO;PROFUMERIA
NON ALIMENTARE;SEMPIONCAR;VIA;MOLA PIER FRANCESCO;S.N.C.;8;109;4836;0;4945;7391;ACCESSO ESTERNO;265;NON SPECIFICATO;AUTO MOTO CICLI
NON ALIMENTARE;SENSOR PORTE BLINDATE;VLE;CORSICA;45;4;76;0;0;76;3262;ACCESSO ESTERNO;257;NON SPECIFICATO;SCALE PORTE E TENDE
NON ALIMENTARE;SENZATEMPO;CSO;GARIBALDI GIUSEPPE;117;1;110;0;0;110;1010;ACCESSO INTERNO;004;NON SPECIFICATO;ARREDAMENTO
NON ALIMENTARE;SERAI;VIA;PALMANOVA;219;2;20;0;0;20;2390;ACCESSO ESTERNO;245;NON SPECIFICATO;APPARECCHIATURE ELETTRONICHE
